PosV3,WT_1,WT_2,WT_3,Drho_1,Drho_2,Drho_3,brown,brown,brown,white
79228,5.5452,5.0634,5.5873,4.4407,4.7219,4.4565,2.3219,3.3219,0,1
79254,5.5398,5.0667,5.6049,4.4542,4.7255,4.465,2.3219,3.3219,0,1
79276,5.5328,5.0689,5.6253,4.4683,4.7357,4.4803,2.3219,3.3219,0,1
79295,5.5271,5.0764,5.6584,4.4909,4.7313,4.5004,2.3219,3.3219,0,1
79316,5.5256,5.0827,5.697,4.5078,4.7215,4.513,2.3219,3.3219,0,1
79342,5.5057,5.0782,5.6851,4.4749,4.6838,4.4843,2.3219,3.3219,0,1
79364,5.5042,5.0677,5.6671,4.4575,4.6526,4.4563,2.3219,3.3219,0,1
79387,5.4943,5.0565,5.6223,4.3927,4.6136,4.4272,2.3219,3.3219,0,1
79409,5.484,5.0305,5.5889,4.1447,4.578,4.3975,2.3219,3.3219,0,1
79424,5.4722,5.0064,5.5843,4.1576,4.5538,4.3829,2.3219,3.3219,0,1
79448,5.4427,4.9082,5.5084,4.1131,4.3983,4.3447,2.3219,3.3219,0,1
79468,5.4354,4.8762,5.5019,4.1125,4.3554,4.3496,2.3219,3.3219,0,1
79496,5.4314,4.8487,5.499,4.0899,4.3253,4.3387,2.3219,3.3219,0,1
79512,5.4261,4.8189,5.476,4.0122,4.2732,4.2606,2.3219,3.3219,0,1
79532,5.4026,4.7504,5.4092,3.9202,4.2081,4.1135,2.3219,3.3219,0,1
79554,5.3749,4.6937,5.3444,3.8492,4.2126,3.9042,2.3219,3.3219,0,1
79576,5.3706,4.68,5.3341,3.8386,4.248,3.9011,2.3219,3.3219,0,1
79597,5.3729,4.6951,5.3467,3.8879,4.3235,3.9242,2.3219,3.3219,0,1
79623,5.3716,4.7252,5.3897,4.0255,4.3588,4.1503,2.3219,3.3219,0,1
79650,5.3565,4.735,5.3939,4.0383,4.3553,4.1543,2.3219,3.3219,0,1
79666,5.3438,4.7417,5.3976,4.0956,4.355,4.1833,2.3219,3.3219,0,1
79690,5.3268,4.7415,5.4071,4.1201,4.3551,4.2159,2.3219,3.3219,0,1
79708,5.3159,4.7354,5.4166,4.1249,4.3548,4.2198,2.3219,3.3219,0,1
79730,5.3185,4.7374,5.4244,4.1358,4.3637,4.2208,2.3219,3.3219,0,1
79751,5.3144,4.7447,5.4295,4.1385,4.3545,4.2135,2.3219,3.3219,0,1
79774,5.3098,4.7598,5.429,4.1378,4.3509,4.2177,2.3219,3.3219,0,1
79802,5.3067,4.7699,5.4389,4.1513,4.3328,4.2277,2.3219,3.3219,0,1
79826,5.3059,4.7803,5.4619,4.1578,4.3159,4.2565,2.3219,3.3219,0,1
79846,5.3201,4.7916,5.5231,4.1839,4.376,4.2822,2.3219,3.3219,0,1
79871,5.3487,4.8038,5.5463,4.2821,4.415,4.2947,2.3219,3.3219,0,1
79893,5.3459,4.8005,5.542,4.2797,4.4126,4.2744,2.3219,3.3219,0,1
79912,5.3413,4.7919,5.5213,4.284,4.4215,4.2718,2.3219,3.3219,0,1
79929,5.3347,4.7888,5.5219,4.2922,4.4274,4.2831,2.3219,3.3219,0,1
79951,5.3026,4.7799,5.4931,4.1762,4.4059,4.2565,2.3219,3.3219,0,1
79972,5.2909,4.765,5.4918,4.0967,4.396,4.2159,2.3219,3.3219,0,1
79994,5.2188,4.7176,5.4127,3.9013,4.3497,3.7666,2.3219,3.3219,0,1
80016,5.1462,4.6987,5.385,3.8806,4.3182,3.7717,2.3219,3.3219,0,1
80037,5.1422,4.7029,5.3932,3.9191,4.3067,4.0335,2.3219,3.3219,0,1
80059,5.1581,4.7187,5.3991,3.9659,4.315,4.1728,2.3219,3.3219,0,1
80081,5.1554,4.7157,5.3892,3.9747,4.3192,4.1754,2.3219,3.3219,0,1
80104,5.1562,4.7216,5.3804,3.969,4.302,4.1229,2.3219,3.3219,0,1
80129,5.1368,4.7214,5.367,3.9621,4.2745,4.0929,2.3219,3.3219,0,1
80157,5.0506,4.7178,5.3415,3.9211,4.2327,4.0043,2.3219,3.3219,0,1
80176,5.0248,4.7162,5.3219,3.8762,4.1984,3.9435,2.3219,3.3219,0,1
80196,5.0202,4.7202,5.2997,3.8654,4.2022,3.9411,2.3219,3.3219,0,1
80216,5.0282,4.725,5.2996,3.8707,4.211,3.9496,2.3219,3.3219,0,1
80244,5.0348,4.73,5.2999,3.8596,4.2121,3.9331,2.3219,3.3219,0,1
80267,5.0536,4.7383,5.312,3.897,4.2088,3.9502,2.3219,3.3219,0,1
80289,5.0696,4.7429,5.315,3.9222,4.2094,3.9449,2.3219,3.3219,0,1
80311,5.0912,4.7443,5.3215,4.0354,4.2419,3.9757,2.3219,3.3219,0,1
80332,5.1311,4.7534,5.3517,4.1354,4.268,4.0154,2.3219,3.3219,0,1
80346,5.2072,4.7729,5.4434,4.2421,4.3447,4.2329,2.3219,3.3219,0,1
80368,5.3777,4.8181,5.5835,4.4235,4.5676,4.5149,2.3219,3.3219,0,1
80394,5.4348,4.8325,5.5858,4.4561,4.6009,4.5746,2.3219,3.3219,0,1
80412,5.4665,4.8461,5.6547,4.5091,4.7191,4.77,2.3219,3.3219,0,1
80435,5.4324,4.8296,5.6269,4.3934,4.6878,4.77,2.3219,3.3219,0,1
80465,5.2537,4.7867,5.4527,3.9527,4.3738,4.2076,2.3219,3.3219,0,1
80483,5.1875,4.756,5.3193,3.8866,4.2647,4.0913,2.3219,3.3219,0,1
80508,5.1352,4.7059,5.1809,3.8322,4.1757,4.0185,2.3219,3.3219,0,1
80530,5.1147,4.6528,5.1538,3.8174,4.1377,3.9599,2.3219,3.3219,0,1
80550,5.0806,4.5806,5.1244,3.7858,4.1006,3.9182,2.3219,3.3219,0,1
80568,5.0656,4.5319,5.1145,3.7455,4.0858,3.8984,2.3219,3.3219,0,1
80588,5.0593,4.5014,5.1044,3.7278,4.0788,3.8773,2.3219,3.3219,0,1
80619,5.055,4.487,5.0838,3.6972,4.0755,3.8649,2.3219,3.3219,0,1
80641,5.0464,4.4731,5.0721,3.7079,4.0763,3.8708,2.3219,3.3219,0,1
80662,4.61,4.4232,5.0107,3.643,4.0415,3.826,2.3219,3.3219,0,1
80685,4.4866,4.41,5.0113,3.6084,4.02,3.758,2.3219,3.3219,0,1
80707,4.4597,4.3024,4.9438,3.4238,3.8774,3.4495,2.3219,3.3219,0,1
80729,4.4043,4.1142,4.8947,3.0938,3.7553,3.4273,2.3219,3.3219,0,1
80742,4.3513,3.9042,4.8423,2.9847,3.6575,3.3529,2.3219,3.3219,0,1
80770,4.3063,3.8753,4.6562,2.8273,3.0433,2.9228,2.3219,3.3219,0,1
80792,4.303,3.8838,4.5901,2.8417,3.031,2.9397,2.3219,3.3219,0,1
80812,4.2952,3.8832,4.5126,2.8557,3.0448,2.9317,2.3219,3.3219,0,1
80834,4.2925,3.8841,4.485,2.916,3.0485,2.9586,2.3219,3.3219,0,1
80854,4.2741,3.8623,4.4681,2.9223,3.048,2.9621,2.3219,3.3219,0,1
80873,4.2593,3.8137,4.4393,2.9211,3.0344,2.9221,2.3219,3.3219,0,1
80895,4.2618,3.8233,4.4666,2.943,3.1348,2.9253,2.3219,3.3219,0,1
80918,4.2671,3.8582,4.4739,2.9497,3.168,2.9154,2.3219,3.3219,0,1
80943,4.3135,4.0698,4.5452,2.9836,3.2375,2.9732,2.3219,3.3219,0,1
80970,4.3483,4.2432,4.5658,3.023,3.2766,3.0075,2.3219,3.3219,0,1
80993,4.3576,4.2823,4.5729,3.0369,3.3079,3.0653,2.3219,3.3219,0,1
81014,4.3716,4.2941,4.5732,3.0547,3.3371,3.0978,2.3219,3.3219,0,1
81036,4.3792,4.31,4.5856,3.0814,3.3568,3.156,2.3219,3.3219,0,1
81058,4.3766,4.3152,4.6036,3.088,3.357,3.165,2.3219,3.3219,0,1
81081,4.3737,4.3302,4.6179,3.0945,3.3651,3.161,2.3219,3.3219,0,1
81102,4.3733,4.3333,4.6191,3.0911,3.3575,3.1528,2.3219,3.3219,0,1
81125,4.3652,4.3332,4.6251,3.0953,3.3481,3.1394,2.3219,3.3219,0,1
81147,4.3559,4.3244,4.6292,3.0903,3.3215,3.1178,2.3219,3.3219,0,1
81169,4.3384,4.3053,4.6211,3.0538,3.2626,3.1038,2.3219,3.3219,0,1
81191,4.3379,4.2835,4.5928,3.0102,3.2367,3.0928,2.3219,3.3219,0,1
81213,4.3364,4.264,4.5978,3.0135,3.2354,3.125,2.3219,3.3219,0,1
81235,4.3309,4.2378,4.5962,3.0035,3.2163,3.1432,2.3219,3.3219,0,1
81257,4.3268,4.2006,4.5949,3.0019,3.2178,3.1475,2.3219,3.3219,0,1
81279,4.3287,4.1803,4.5996,3.0162,3.2446,3.1596,2.3219,3.3219,0,1
81301,4.3485,4.1722,4.6173,3.0583,3.3185,3.1893,2.3219,3.3219,0,1
81322,4.3527,4.1582,4.6405,3.0804,3.3563,3.1798,2.3219,3.3219,0,1
81338,4.3532,4.0266,4.6327,3.06,3.3495,3.1471,2.3219,3.3219,0,1
81362,4.347,3.807,4.5596,2.9499,3.3153,3.0496,2.3219,3.3219,0,1
81386,4.344,3.7833,4.5469,2.9004,3.2936,3.0289,2.3219,3.3219,0,1
81409,4.3512,3.7926,4.5502,2.9119,3.3039,3.027,2.3219,3.3219,0,1
81428,4.3578,3.8059,4.571,2.9684,3.31,3.0327,2.3219,3.3219,0,1
81448,4.3645,3.8927,4.5972,3.0332,3.3328,3.037,2.3219,3.3219,0,1
81472,4.3788,3.9755,4.6106,3.0632,3.3391,3.0346,2.3219,3.3219,0,1
81495,4.3757,3.9971,4.603,3.0358,3.3128,3.0246,2.3219,3.3219,0,1
81520,4.3692,4.0095,4.5931,3.0225,3.2737,3.0149,2.3219,3.3219,0,1
81542,4.3646,4.0251,4.5845,3.006,3.241,3.0035,2.3219,3.3219,0,1
81564,4.3621,4.0365,4.5769,3.0144,3.215,3.0125,2.3219,3.3219,0,1
81582,4.3541,4.0453,4.5709,3.0131,3.2032,3.0086,2.3219,3.3219,0,1
81601,4.346,4.0543,4.5723,3.0375,3.2048,3.0126,2.3219,3.3219,0,1
81627,4.3181,4.059,4.5453,3.0327,3.1702,3.006,2.3219,3.3219,0,1
81653,4.2959,4.0651,4.533,3.0306,3.1457,3.0082,2.3219,3.3219,0,1
81674,4.2807,4.0698,4.5274,3.037,3.1156,3.0231,2.3219,3.3219,0,1
81694,4.2426,4.0523,4.508,3.0299,3.0736,3.0647,2.3219,3.3219,0,1
81719,4.1808,4.0228,4.4873,3.0101,3.0299,3.0737,2.3219,3.3219,0,1
81741,4.1752,4.0146,4.4999,3.0119,3.044,3.263,2.3219,3.3219,0,1
81762,5.5667,5.2146,5.8516,3.9177,4.1266,4.0017,2.3219,3.3219,0,1
81785,5.552,5.2692,5.8157,3.9055,4.1577,4.0435,2.3219,3.3219,0,1
81807,5.5341,5.2605,5.7328,3.8727,4.146,4.034,2.3219,3.3219,0,1
81826,5.5243,5.2563,5.6818,3.8533,4.1418,4.0399,2.3219,3.3219,0,1
81850,5.503,5.2494,5.6675,3.8333,4.1283,4.0454,2.3219,3.3219,0,1
81873,5.4798,5.2358,5.6675,3.8299,4.1409,4.0546,2.3219,3.3219,0,1
81895,5.448,5.2074,5.6656,3.822,4.1563,4.0621,2.3219,3.3219,0,1
81912,5.4393,5.1965,5.6717,3.8589,4.1965,4.1014,2.3219,3.3219,0,1
81939,5.4258,5.1694,5.6659,3.8626,4.2046,4.0983,2.3219,3.3219,0,1
81958,5.4119,5.1277,5.6579,3.8711,4.1983,4.0918,2.3219,3.3219,0,1
81980,5.3787,5.0403,5.6398,3.8613,4.1649,4.0763,2.3219,3.3219,0,1
81996,5.3529,4.9831,5.6301,3.8618,4.1589,4.0623,2.3219,3.3219,0,1
82020,5.3389,4.9638,5.6538,3.8577,4.1468,4.0498,2.3219,3.3219,0,1
82046,5.3005,4.8873,5.6389,3.8317,4.1198,4.0209,2.3219,3.3219,0,1
82061,5.2487,4.8435,5.6365,3.7983,4.1077,4.0077,2.3219,3.3219,0,1
82084,5.2453,4.843,5.6383,3.798,4.1278,3.993,2.3219,3.3219,0,1
82105,5.2499,4.8477,5.6479,3.8138,4.1555,3.9955,2.3219,3.3219,0,1
82128,5.2563,4.8708,5.659,3.8832,4.1931,4.0116,2.3219,3.3219,0,1
82153,5.2581,4.8773,5.659,3.8914,4.2043,4.0077,2.3219,3.3219,0,1
82174,5.2564,4.8811,5.6679,3.8945,4.2068,4.0096,2.3219,3.3219,0,1
82196,5.275,4.8896,5.6891,3.9104,4.2523,4.0311,2.3219,3.3219,0,1
82215,5.2916,4.885,5.7149,3.9394,4.2823,4.0562,2.3219,3.3219,0,1
82239,5.2864,4.8833,5.7237,3.9519,4.2848,4.0591,2.3219,3.3219,0,1
82262,5.2702,4.8801,5.7171,3.9331,4.2655,4.0566,2.3219,3.3219,0,1
82281,5.2608,4.8803,5.7225,3.9359,4.259,4.0535,2.3219,3.3219,0,1
82303,5.2871,4.8874,5.7379,3.9508,4.2772,4.0657,2.3219,3.3219,0,1
82325,5.3937,4.8959,5.7577,3.9699,4.3166,4.0742,2.3219,3.3219,0,1
82349,5.465,4.9002,5.7593,3.9625,4.3229,4.0716,2.3219,3.3219,0,1
82374,5.4803,4.8941,5.7567,3.9259,4.2798,4.0546,2.3219,3.3219,0,1
82393,5.4977,4.8868,5.7743,3.9266,4.288,4.0852,2.3219,3.3219,0,1
82414,5.495,4.8699,5.7831,3.9905,4.2923,4.1295,2.3219,3.3219,0,1
82435,5.4318,4.8543,5.7791,3.9925,4.261,4.1411,2.3219,3.3219,0,1
82462,5.327,4.8472,5.7528,3.943,4.1839,4.0273,2.3219,3.3219,0,1
82489,4.9535,4.8218,5.5358,3.3033,4.0279,3.8257,2.3219,3.3219,0,1
82508,4.8865,4.8001,5.3645,3.2818,3.9308,3.6808,2.3219,3.3219,0,1
82523,4.8644,4.7777,5.3051,3.3004,3.9042,3.6577,2.3219,3.3219,0,1
82545,4.9261,4.7866,5.3289,3.4651,3.9206,3.6903,2.3219,3.3219,0,1
82568,4.9656,4.7917,5.334,3.6143,3.9298,3.7426,2.3219,3.3219,0,1
82592,5.0147,4.8023,5.3474,3.6341,3.9584,3.7613,2.3219,3.3219,0,1
82616,5.0249,4.8024,5.3459,3.6432,3.9725,3.7728,2.3219,3.3219,0,1
82639,5.0266,4.8047,5.3391,3.6443,3.9797,3.7782,2.3219,3.3219,0,1
82656,5.0168,4.7854,5.3084,3.6295,3.9668,3.7697,2.3219,3.3219,0,1
82680,5.0171,4.7609,5.2978,3.6328,3.9625,3.7711,2.3219,3.3219,0,1
82700,5.0141,2.4562,5.3023,3.6222,3.9397,3.7794,2.3219,3.3219,0,1
82726,1.1517,1.7098,1.2661,-0.082,-0.1114,0.0772,2.3219,3.3219,0,1
82747,1.1284,1.5701,1.2704,-0.1098,-0.1201,0.0895,2.3219,3.3219,0,1
82773,1.122,1.5238,1.2728,-0.1107,-0.1014,0.0345,2.3219,3.3219,0,1
82797,1.1842,1.5288,1.3618,-0.0729,0.1066,0.0354,2.3219,3.3219,0,1
82819,2.0779,1.5683,1.9422,0.7385,0.7039,0.871,2.3219,3.3219,0,1
82841,2.1515,1.5729,2.038,0.7516,0.7065,0.8751,2.3219,3.3219,0,1
82859,4.3175,3.7077,4.288,2.9066,3.3617,3.152,2.3219,3.3219,0,1
82878,4.2491,3.6588,4.261,2.8987,3.3355,3.1394,2.3219,3.3219,0,1
82907,4.1293,3.5859,4.1384,2.7636,3.1477,2.7954,2.3219,3.3219,0,1
82926,3.9481,3.493,4.0941,2.5955,2.9659,2.6529,2.3219,3.3219,0,1
82947,3.9321,3.4605,4.079,2.5728,2.9413,2.5967,2.3219,3.3219,0,1
82963,3.921,3.4434,4.0682,2.5521,2.916,2.5184,2.3219,3.3219,0,1
82990,3.8954,3.4472,4.0532,2.5034,2.8568,2.4671,2.3219,3.3219,0,1
83017,3.8419,3.4488,4.0384,2.4122,2.7315,2.4315,2.3219,3.3219,0,1
83037,3.8432,3.4512,4.0375,2.3653,2.6917,2.4229,2.3219,3.3219,0,1
83060,3.8371,3.4474,4.031,2.3511,2.6268,2.4198,2.3219,3.3219,0,1
83078,3.8364,3.4368,4.0043,2.3365,2.5972,2.4254,2.3219,3.3219,0,1
83102,3.8366,3.4218,3.9934,2.3357,2.5663,2.4351,2.3219,3.3219,0,1
83119,3.8351,3.4067,3.9837,2.3292,2.53,2.443,2.3219,3.3219,0,1
83142,3.8257,3.3849,3.9587,2.3204,2.4587,2.4392,2.3219,3.3219,0,1
83161,3.8273,3.3802,3.94,2.3114,2.4279,2.4364,2.3219,3.3219,0,1
83183,3.8299,3.3902,3.925,2.3074,2.4241,2.4349,2.3219,3.3219,0,1
83215,3.8261,3.3984,3.91,2.2927,2.4111,2.4231,2.3219,3.3219,0,1
83237,3.8214,3.4051,3.8893,2.2868,2.3764,2.4161,2.3219,3.3219,0,1
83259,3.8318,3.4163,3.8861,2.2837,2.3762,2.4212,2.3219,3.3219,0,1
83281,3.8311,3.4149,3.8731,2.2793,2.3805,2.4214,2.3219,3.3219,0,1
83303,3.8408,3.4132,3.8726,2.2854,2.4689,2.4264,2.3219,3.3219,0,1
83324,3.8542,3.4185,3.8881,2.3075,2.5424,2.4332,2.3219,3.3219,0,1
83347,3.8673,3.4169,3.8906,2.3001,2.5599,2.4352,2.3219,3.3219,0,1
83364,3.8723,3.4014,3.8909,2.3067,2.5713,2.4376,2.3219,3.3219,0,1
83384,3.8715,3.3689,3.8848,2.3062,2.5697,2.4339,2.3219,3.3219,0,1
83403,3.8671,3.3411,3.8751,2.2915,2.5629,2.4316,2.3219,3.3219,0,1
83425,3.9126,3.3313,3.875,2.3218,2.585,2.4423,2.3219,3.3219,0,1
83448,3.924,3.3079,3.8702,2.3348,2.5899,2.4499,2.3219,3.3219,0,1
83476,3.9401,3.2958,3.8685,2.36,2.5974,2.4644,2.3219,3.3219,0,1
83498,3.9455,3.2867,3.8642,2.3738,2.5922,2.4724,2.3219,3.3219,0,1
83522,3.9498,3.285,3.8672,2.4003,2.5936,2.4747,2.3219,3.3219,0,1
83544,3.9578,3.2725,3.8683,2.4155,2.6068,2.4621,2.3219,3.3219,0,1
83566,3.957,3.2432,3.8719,2.4199,2.6121,2.4429,2.3219,3.3219,0,1
83588,3.874,3.0799,3.8448,2.3568,2.5737,2.3867,2.3219,3.3219,0,1
83611,3.7646,3.0338,3.818,2.2413,2.5004,2.3579,2.3219,3.3219,0,1
83630,3.7169,3.008,3.8097,2.1717,2.4651,2.3509,2.3219,3.3219,0,1
83648,3.6463,2.9748,3.8005,2.1191,2.4359,2.3405,2.3219,3.3219,0,1
83670,3.6369,2.9624,3.8096,2.1186,2.4502,2.3492,2.3219,3.3219,0,1
83690,3.6262,2.9557,3.8123,2.1444,2.4557,2.3522,2.3219,3.3219,0,1
83711,3.6195,2.9469,3.8086,2.1533,2.4493,2.3604,2.3219,3.3219,0,1
83734,3.5814,2.931,3.7788,2.1368,2.4337,2.3543,2.3219,3.3219,0,1
83761,3.5655,2.9291,3.7611,2.1305,2.4055,2.3435,2.3219,3.3219,0,1
83779,3.5402,2.9087,3.7412,2.0878,2.3741,2.3221,2.3219,3.3219,0,1
83799,3.5154,2.9142,3.7277,2.0892,2.3513,2.3203,2.3219,3.3219,0,1
83825,3.4792,2.9076,3.6504,2.0229,2.1393,2.2033,2.3219,3.3219,0,1
83847,3.4555,2.9026,3.593,1.9354,2.0393,2.0913,2.3219,3.3219,0,1
83866,3.4312,2.8829,3.5435,1.8804,2.0391,2.0362,2.3219,3.3219,0,1
83894,3.257,2.8386,3.269,1.8235,1.9915,1.7945,2.3219,3.3219,0,1
83913,3.1905,2.8197,3.2691,1.8138,1.9914,1.7899,2.3219,3.3219,0,1
83940,3.1917,2.8133,3.3205,1.8267,2.0549,1.8176,2.3219,3.3219,0,1
83958,3.1765,2.8046,3.3583,1.89,2.0831,1.8777,2.3219,3.3219,0,1
83984,3.1686,2.7931,3.3735,1.9004,2.0793,1.8898,2.3219,3.3219,0,1
84004,3.1455,2.7717,3.3963,1.8982,2.0783,1.8938,2.3219,3.3219,0,1
84023,3.1124,2.768,3.418,1.905,2.0585,1.8937,2.3219,3.3219,0,1
84050,3.0756,2.7683,3.4217,1.9112,2.0308,1.8922,2.3219,3.3219,0,1
84070,3.0211,2.757,3.4112,1.909,1.9926,1.8854,2.3219,3.3219,0,1
84094,5.6402,5.0631,5.7018,4.5912,4.7052,4.6944,2.3219,3.3219,0,1
84114,5.6066,5.0613,5.6945,4.5696,4.6702,4.6914,2.3219,3.3219,0,1
84130,5.5718,5.0463,5.6862,4.5286,4.6604,4.662,2.3219,3.3219,0,1
84151,5.5059,5.0262,5.6635,4.4855,4.6708,4.6399,2.3219,3.3219,0,1
84173,5.4777,5.0082,5.6217,4.4281,4.6658,4.6098,2.3219,3.3219,0,1
84200,5.4302,5.0026,5.5798,4.3957,4.6296,4.5972,2.3219,3.3219,0,1
84224,5.3687,4.996,5.5557,4.3556,4.6138,4.576,2.3219,3.3219,0,1
84248,5.3581,4.9811,5.53,4.3437,4.6174,4.5621,2.3219,3.3219,0,1
84270,5.3439,4.9625,5.5177,4.3532,4.6069,4.5519,2.3219,3.3219,0,1
84293,5.3417,4.9312,5.4722,4.3693,4.5779,4.5416,2.3219,3.3219,0,1
84315,5.281,4.6577,5.326,4.1633,4.4548,4.3308,2.3219,3.3219,0,1
84336,5.2378,4.5713,5.2385,4.008,4.4065,4.2349,2.3219,3.3219,0,1
84352,5.2155,4.4641,5.2069,3.9544,4.3705,4.2202,2.3219,3.3219,0,1
84371,5.1921,4.451,5.1962,3.9442,4.3511,4.1998,2.3219,3.3219,0,1
84396,5.1638,4.4286,5.072,3.9253,4.2553,4.1143,2.3219,3.3219,0,1
84420,5.1624,4.4153,5.0033,3.9096,4.2716,4.0623,2.3219,3.3219,0,1
84438,5.1955,4.414,4.989,3.9334,4.2882,4.0628,2.3219,3.3219,0,1
84460,5.2112,4.4173,5.1434,4.0232,4.3244,4.0822,2.3219,3.3219,0,1
84483,5.1906,4.4152,5.1041,3.9665,4.2812,3.9112,2.3219,3.3219,0,1
84510,5.1715,4.4111,5.0893,3.9126,4.2311,3.8801,2.3219,3.3219,0,1
84530,5.1556,4.3889,5.0366,3.865,4.2029,3.8642,2.3219,3.3219,0,1
84549,5.1614,4.3922,5.0758,3.8721,4.2434,3.8758,2.3219,3.3219,0,1
84570,5.1761,4.398,5.327,4.2474,4.2807,4.0536,2.3219,3.3219,0,1
84592,5.1645,4.3931,5.3521,4.2616,4.2777,4.1816,2.3219,3.3219,0,1
84613,5.1551,4.3795,5.3417,4.2333,4.255,4.225,2.3219,3.3219,0,1
84636,5.1064,4.2696,5.2959,4.1776,4.2091,4.2112,2.3219,3.3219,0,1
84657,5.0151,4.2435,5.2184,3.9363,4.167,4.1026,2.3219,3.3219,0,1
84679,4.9776,4.2351,5.0734,3.7935,4.1531,4.0176,2.3219,3.3219,0,1
84708,4.8676,4.2114,5.0102,3.7316,4.1058,3.9449,2.3219,3.3219,0,1
84730,4.8158,4.1002,4.9287,3.7073,4.0634,3.8702,2.3219,3.3219,0,1
84747,4.8095,4.0762,4.9153,3.7091,4.0473,3.8768,2.3219,3.3219,0,1
84767,4.7831,4.036,4.8862,3.6845,3.9759,3.8603,2.3219,3.3219,0,1
84794,4.7659,4.0304,4.8715,3.6735,3.9538,3.8228,2.3219,3.3219,0,1
84820,4.7323,4.0331,4.8549,3.6804,3.9513,3.8071,2.3219,3.3219,0,1
84842,4.667,4.0329,4.8352,3.6715,3.9325,3.7769,2.3219,3.3219,0,1
84864,4.637,4.0196,4.8053,3.6535,3.9071,3.6716,2.3219,3.3219,0,1
84884,4.6097,3.9991,4.7891,3.615,3.8758,3.621,2.3219,3.3219,0,1
84907,4.5831,3.9111,4.7429,3.5359,3.7845,3.5391,2.3219,3.3219,0,1
84927,4.5722,3.1102,4.6534,3.3718,3.7099,3.4039,2.3219,3.3219,0,1
84948,4.5996,3.0887,4.6708,3.388,3.7079,3.4266,2.3219,3.3219,0,1
84968,4.7172,3.5396,4.8287,3.5223,3.8672,3.5272,2.3219,3.3219,0,1
84989,4.8042,3.536,4.856,3.5619,3.9314,3.5648,2.3219,3.3219,0,1
85009,4.8556,4.1645,4.9013,3.6285,3.9949,3.6413,2.3219,3.3219,0,1
85039,4.8637,4.2714,4.9302,3.6315,4.0288,3.6411,2.3219,3.3219,0,1
85060,4.865,4.2748,4.9457,3.6284,4.0479,3.6681,2.3219,3.3219,0,1
85085,4.8645,4.2808,4.9479,3.6353,4.0508,3.679,2.3219,3.3219,0,1
85102,4.8599,4.2866,4.9502,3.6438,4.0572,3.6696,2.3219,3.3219,0,1
85124,4.8611,4.2899,4.9508,3.6541,4.0608,3.6732,2.3219,3.3219,0,1
85141,4.8815,4.302,4.9697,3.7073,4.0844,3.7071,2.3219,3.3219,0,1
85164,4.8858,4.2991,4.9597,3.7093,4.0775,3.7162,2.3219,3.3219,0,1
85186,4.8989,4.344,4.9684,3.7121,4.0796,3.7293,2.3219,3.3219,0,1
85214,4.9016,4.3755,4.9728,3.7211,4.0788,3.7614,2.3219,3.3219,0,1
85238,4.9076,4.4098,4.9709,3.7488,4.0769,3.7999,2.3219,3.3219,0,1
85261,4.9114,4.4266,4.9692,3.7693,4.0762,3.8489,2.3219,3.3219,0,1
85282,4.9143,4.4514,4.9754,3.8184,4.0704,3.9203,2.3219,3.3219,0,1
85300,4.9134,4.4565,4.9702,3.8617,4.0801,3.9353,2.3219,3.3219,0,1
85326,4.9173,4.4614,4.9678,3.8767,4.0746,3.9697,2.3219,3.3219,0,1
85346,4.9278,4.4665,4.9691,3.9159,4.105,4.03,2.3219,3.3219,0,1
85362,4.9424,4.4676,4.9735,3.9395,4.1089,4.06,2.3219,3.3219,0,1
85383,4.9461,4.4735,4.9465,3.9224,4.0945,4.0481,2.3219,3.3219,0,1
85414,4.9448,4.4784,4.9433,3.8981,4.0746,4.0409,2.3219,3.3219,0,1
85436,4.9402,4.4775,4.9216,3.8513,3.9578,4.0156,2.3219,3.3219,0,1
85455,4.9325,4.4696,4.8888,3.7695,3.8299,3.9808,2.3219,3.3219,0,1
85472,4.9245,4.4649,4.8734,3.728,3.804,3.9298,2.3219,3.3219,0,1
85499,4.9162,4.458,4.8493,3.6865,3.7776,3.9178,2.3219,3.3219,0,1
85520,4.8694,4.3942,4.7553,3.5435,3.6726,3.833,2.3219,3.3219,0,1
85538,4.8508,4.3669,4.7058,3.4363,3.6529,3.7982,2.3219,3.3219,0,1
85562,4.8655,4.3791,4.7267,3.4217,3.6722,3.792,2.3219,3.3219,0,1
85583,4.9068,4.4991,4.8319,3.667,3.978,3.9456,2.3219,3.3219,0,1
85610,4.9588,4.6231,5.1934,3.9606,4.1662,4.0314,2.3219,3.3219,0,1
85635,4.9948,4.6895,5.2694,4.0653,4.2946,4.0635,2.3219,3.3219,0,1
85656,5.0151,4.7139,5.3225,4.0888,4.3591,4.0622,2.3219,3.3219,0,1
85676,5.0686,4.7256,5.3468,4.1228,4.4405,4.065,2.3219,3.3219,0,1
85701,5.0802,4.7178,5.3497,4.1596,4.4955,4.1036,2.3219,3.3219,0,1
85718,5.0814,4.7247,5.3523,4.2619,4.5691,4.1395,2.3219,3.3219,0,1
85738,5.1013,4.7238,5.3519,4.3092,4.6625,4.1628,2.3219,3.3219,0,1
85760,5.0759,4.6891,5.2777,4.2359,4.6133,4.1012,2.3219,3.3219,0,1
85788,5.0181,4.6137,5.2237,3.9561,4.3262,3.9174,2.3219,3.3219,0,1
85808,4.9129,4.5434,5.1825,3.7872,4.2096,3.8298,2.3219,3.3219,0,1
